scenario_id,scenario_display_id,scenario_name,boundary_height,subsidy_before_base_units,subsidy_after_base_units,subsidy_before_rin,subsidy_after_rin,nominal_change_base_units,nominal_revenue_shock_pct,fee_replacement_base_units_per_block,fee_replacement_rin_per_block,boundary_type
S4,S4,Idealized 113/114 cap-derived geometric schedule,174720000,424187,420466,0.00424187,0.00420466,-3721,-0.87720746,3721,0.00003721,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,174930000,420466,416777,0.00420466,0.00416777,-3689,-0.87735988,3689,0.00003689,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,175140000,416777,413121,0.00416777,0.00413121,-3656,-0.87720772,3656,0.00003656,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,175350000,413121,409497,0.00413121,0.00409497,-3624,-0.87722483,3624,0.00003624,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,175560000,409497,405904,0.00409497,0.00405904,-3593,-0.87741791,3593,0.00003593,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,175770000,405904,402343,0.00405904,0.00402343,-3561,-0.87730104,3561,0.00003561,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,175980000,402343,398813,0.00402343,0.00398813,-3530,-0.87736086,3530,0.00003530,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,176190000,398813,395314,0.00398813,0.00395314,-3499,-0.87735355,3499,0.00003499,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,176400000,395314,391846,0.00395314,0.00391846,-3468,-0.87727730,3468,0.00003468,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,176610000,391846,388408,0.00391846,0.00388408,-3438,-0.87738550,3438,0.00003438,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,176820000,388408,385000,0.00388408,0.00385000,-3408,-0.87742786,3408,0.00003408,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,177030000,385000,381622,0.00385000,0.00381622,-3378,-0.87740260,3378,0.00003378,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,177240000,381622,378274,0.00381622,0.00378274,-3348,-0.87730791,3348,0.00003348,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,177450000,378274,374955,0.00378274,0.00374955,-3319,-0.87740632,3319,0.00003319,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,177660000,374955,371665,0.00374955,0.00371665,-3290,-0.87743863,3290,0.00003290,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,177870000,371665,368404,0.00371665,0.00368404,-3261,-0.87740304,3261,0.00003261,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,178080000,368404,365172,0.00368404,0.00365172,-3232,-0.87729775,3232,0.00003232,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,178290000,365172,361968,0.00365172,0.00361968,-3204,-0.87739476,3204,0.00003204,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,178500000,361968,358792,0.00361968,0.00358792,-3176,-0.87742563,3176,0.00003176,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,178710000,358792,355644,0.00358792,0.00355644,-3148,-0.87738857,3148,0.00003148,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,178920000,355644,352524,0.00355644,0.00352524,-3120,-0.87728178,3120,0.00003120,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,179130000,352524,349431,0.00352524,0.00349431,-3093,-0.87738707,3093,0.00003093,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,179340000,349431,346365,0.00349431,0.00346365,-3066,-0.87742644,3066,0.00003066,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,179550000,346365,343326,0.00346365,0.00343326,-3039,-0.87739812,3039,0.00003039,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,179760000,343326,340314,0.00343326,0.00340314,-3012,-0.87730029,3012,0.00003012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,179970000,340314,337328,0.00340314,0.00337328,-2986,-0.87742497,2986,0.00002986,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,180180000,337328,334368,0.00337328,0.00334368,-2960,-0.87748423,2960,0.00002960,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,180390000,334368,331434,0.00334368,0.00331434,-2934,-0.87747631,2934,0.00002934,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,180600000,331434,328526,0.00331434,0.00328526,-2908,-0.87739942,2908,0.00002908,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,180810000,328526,325644,0.00328526,0.00325644,-2882,-0.87725172,2882,0.00002882,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,181020000,325644,322787,0.00325644,0.00322787,-2857,-0.87733844,2857,0.00002857,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,181230000,322787,319955,0.00322787,0.00319955,-2832,-0.87735875,2832,0.00002832,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,181440000,319955,317148,0.00319955,0.00317148,-2807,-0.87731087,2807,0.00002807,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,181650000,317148,314366,0.00317148,0.00314366,-2782,-0.87719298,2782,0.00002782,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,181860000,314366,311608,0.00314366,0.00311608,-2758,-0.87732134,2758,0.00002758,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,182070000,311608,308874,0.00311608,0.00308874,-2734,-0.87738441,2734,0.00002734,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,182280000,308874,306164,0.00308874,0.00306164,-2710,-0.87738042,2710,0.00002710,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,182490000,306164,303478,0.00306164,0.00303478,-2686,-0.87730759,2686,0.00002686,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,182700000,303478,300815,0.00303478,0.00300815,-2663,-0.87749359,2663,0.00002663,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,182910000,300815,298176,0.00300815,0.00298176,-2639,-0.87728338,2639,0.00002639,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,183120000,298176,295560,0.00298176,0.00295560,-2616,-0.87733419,2616,0.00002616,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,183330000,295560,292967,0.00295560,0.00292967,-2593,-0.87731763,2593,0.00002593,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,183540000,292967,290397,0.00292967,0.00290397,-2570,-0.87723191,2570,0.00002570,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,183750000,290397,287849,0.00290397,0.00287849,-2548,-0.87741953,2548,0.00002548,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,183960000,287849,285324,0.00287849,0.00285324,-2525,-0.87719603,2525,0.00002525,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,184170000,285324,282821,0.00285324,0.00282821,-2503,-0.87724832,2503,0.00002503,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,184380000,282821,280340,0.00282821,0.00280340,-2481,-0.87723330,2481,0.00002481,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,184590000,280340,277880,0.00280340,0.00277880,-2460,-0.87750589,2460,0.00002460,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,184800000,277880,275442,0.00277880,0.00275442,-2438,-0.87735713,2438,0.00002438,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,185010000,275442,273025,0.00275442,0.00273025,-2417,-0.87749871,2417,0.00002417,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,185220000,273025,270630,0.00273025,0.00270630,-2395,-0.87720905,2395,0.00002395,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,185430000,270630,268256,0.00270630,0.00268256,-2374,-0.87721243,2374,0.00002374,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,185640000,268256,265902,0.00268256,0.00265902,-2354,-0.87751998,2354,0.00002354,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,185850000,265902,263569,0.00265902,0.00263569,-2333,-0.87739092,2333,0.00002333,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,186060000,263569,261256,0.00263569,0.00261256,-2313,-0.87756906,2313,0.00002313,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,186270000,261256,258964,0.00261256,0.00258964,-2292,-0.87730043,2292,0.00002292,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,186480000,258964,256692,0.00258964,0.00256692,-2272,-0.87734202,2272,0.00002272,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,186690000,256692,254440,0.00256692,0.00254440,-2252,-0.87731601,2252,0.00002252,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,186900000,254440,252208,0.00254440,0.00252208,-2232,-0.87722056,2232,0.00002232,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,187110000,252208,249995,0.00252208,0.00249995,-2213,-0.87745036,2213,0.00002213,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,187320000,249995,247802,0.00249995,0.00247802,-2193,-0.87721754,2193,0.00002193,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,187530000,247802,245628,0.00247802,0.00245628,-2174,-0.87731334,2174,0.00002174,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,187740000,245628,243473,0.00245628,0.00243473,-2155,-0.87734297,2155,0.00002155,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,187950000,243473,241337,0.00243473,0.00241337,-2136,-0.87730467,2136,0.00002136,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,188160000,241337,239220,0.00241337,0.00239220,-2117,-0.87719662,2117,0.00002117,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,188370000,239220,237121,0.00239220,0.00237121,-2099,-0.87743500,2099,0.00002099,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,188580000,237121,235040,0.00237121,0.00235040,-2081,-0.87761101,2081,0.00002081,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,188790000,235040,232978,0.00235040,0.00232978,-2062,-0.87729748,2062,0.00002062,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,189000000,232978,230934,0.00232978,0.00230934,-2044,-0.87733606,2044,0.00002044,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,189210000,230934,228908,0.00230934,0.00228908,-2026,-0.87730694,2026,0.00002026,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,189420000,228908,226900,0.00228908,0.00226900,-2008,-0.87720831,2008,0.00002008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,189630000,226900,224909,0.00226900,0.00224909,-1991,-0.87747907,1991,0.00001991,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,189840000,224909,222936,0.00224909,0.00222936,-1973,-0.87724369,1973,0.00001973,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,190050000,222936,220980,0.00222936,0.00220980,-1956,-0.87738185,1956,0.00001956,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,190260000,220980,219041,0.00220980,0.00219041,-1939,-0.87745497,1939,0.00001939,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,190470000,219041,217119,0.00219041,0.00217119,-1922,-0.87746130,1922,0.00001922,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,190680000,217119,215214,0.00217119,0.00215214,-1905,-0.87739903,1905,0.00001905,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,190890000,215214,213326,0.00215214,0.00213326,-1888,-0.87726635,1888,0.00001888,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,191100000,213326,211454,0.00213326,0.00211454,-1872,-0.87753017,1872,0.00001872,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,191310000,211454,209599,0.00211454,0.00209599,-1855,-0.87725936,1855,0.00001855,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,191520000,209599,207760,0.00209599,0.00207760,-1839,-0.87738968,1839,0.00001839,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,191730000,207760,205937,0.00207760,0.00205937,-1823,-0.87745476,1823,0.00001823,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,191940000,205937,204130,0.00205937,0.00204130,-1807,-0.87745281,1807,0.00001807,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,192150000,204130,202339,0.00204130,0.00202339,-1791,-0.87738206,1791,0.00001791,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,192360000,202339,200564,0.00202339,0.00200564,-1775,-0.87724067,1775,0.00001775,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,192570000,200564,198804,0.00200564,0.00198804,-1760,-0.87752538,1760,0.00001760,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,192780000,198804,197060,0.00198804,0.00197060,-1744,-0.87724593,1744,0.00001744,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,192990000,197060,195331,0.00197060,0.00195331,-1729,-0.87739775,1729,0.00001729,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,193200000,195331,193617,0.00195331,0.00193617,-1714,-0.87748488,1714,0.00001714,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,193410000,193617,191918,0.00193617,0.00191918,-1699,-0.87750559,1699,0.00001699,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,193620000,191918,190234,0.00191918,0.00190234,-1684,-0.87745808,1684,0.00001684,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,193830000,190234,188565,0.00190234,0.00188565,-1669,-0.87734054,1669,0.00001669,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,194040000,188565,186910,0.00188565,0.00186910,-1655,-0.87768144,1655,0.00001655,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,194250000,186910,185270,0.00186910,0.00185270,-1640,-0.87742764,1640,0.00001640,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,194460000,185270,183644,0.00185270,0.00183644,-1626,-0.87763804,1626,0.00001626,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,194670000,183644,182033,0.00183644,0.00182033,-1611,-0.87724075,1611,0.00001611,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,194880000,182033,180436,0.00182033,0.00180436,-1597,-0.87731345,1597,0.00001597,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,195090000,180436,178853,0.00180436,0.00178853,-1583,-0.87731938,1583,0.00001583,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,195300000,178853,177284,0.00178853,0.00177284,-1569,-0.87725674,1569,0.00001569,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,195510000,177284,175728,0.00177284,0.00175728,-1556,-0.87768778,1556,0.00001556,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,195720000,175728,174186,0.00175728,0.00174186,-1542,-0.87749249,1542,0.00001542,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,195930000,174186,172658,0.00174186,0.00172658,-1528,-0.87722320,1528,0.00001528,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,196140000,172658,171143,0.00172658,0.00171143,-1515,-0.87745717,1515,0.00001515,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,196350000,171143,169641,0.00171143,0.00169641,-1502,-0.87762865,1502,0.00001502,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,196560000,169641,168152,0.00169641,0.00168152,-1489,-0.87773592,1489,0.00001489,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,196770000,168152,166676,0.00168152,0.00166676,-1476,-0.87777725,1476,0.00001476,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,196980000,166676,165213,0.00166676,0.00165213,-1463,-0.87775085,1463,0.00001463,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,197190000,165213,163763,0.00165213,0.00163763,-1450,-0.87765491,1450,0.00001450,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,197400000,163763,162326,0.00163763,0.00162326,-1437,-0.87748759,1437,0.00001437,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,197610000,162326,160902,0.00162326,0.00160902,-1424,-0.87724702,1424,0.00001424,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,197820000,160902,159490,0.00160902,0.00159490,-1412,-0.87755280,1412,0.00001412,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,198030000,159490,158090,0.00159490,0.00158090,-1400,-0.87779798,1400,0.00001400,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,198240000,158090,156703,0.00158090,0.00156703,-1387,-0.87734835,1387,0.00001387,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,198450000,156703,155328,0.00156703,0.00155328,-1375,-0.87745608,1375,0.00001375,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,198660000,155328,153965,0.00155328,0.00153965,-1363,-0.87749794,1363,0.00001363,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,198870000,153965,152614,0.00153965,0.00152614,-1351,-0.87747215,1351,0.00001351,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,199080000,152614,151275,0.00152614,0.00151275,-1339,-0.87737691,1339,0.00001339,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,199290000,151275,149948,0.00151275,0.00149948,-1327,-0.87721038,1327,0.00001327,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,199500000,149948,148632,0.00149948,0.00148632,-1316,-0.87763758,1316,0.00001316,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,199710000,148632,147328,0.00148632,0.00147328,-1304,-0.87733463,1304,0.00001304,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,199920000,147328,146035,0.00147328,0.00146035,-1293,-0.87763358,1293,0.00001293,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,200130000,146035,144753,0.00146035,0.00144753,-1282,-0.87787174,1282,0.00001282,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,200340000,144753,143483,0.00144753,0.00143483,-1270,-0.87735660,1270,0.00001270,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,200550000,143483,142224,0.00143483,0.00142224,-1259,-0.87745587,1259,0.00001259,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,200760000,142224,140976,0.00142224,0.00140976,-1248,-0.87748903,1248,0.00001248,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,200970000,140976,139739,0.00140976,0.00139739,-1237,-0.87745432,1237,0.00001237,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,201180000,139739,138513,0.00139739,0.00138513,-1226,-0.87734992,1226,0.00001226,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,201390000,138513,137297,0.00138513,0.00137297,-1216,-0.87789594,1216,0.00001216,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,201600000,137297,136092,0.00137297,0.00136092,-1205,-0.87765938,1205,0.00001205,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,201810000,136092,134898,0.00136092,0.00134898,-1194,-0.87734768,1194,0.00001194,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,202020000,134898,133714,0.00134898,0.00133714,-1184,-0.87770019,1184,0.00001184,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,202230000,133714,132541,0.00133714,0.00132541,-1173,-0.87724546,1173,0.00001173,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,202440000,132541,131378,0.00132541,0.00131378,-1163,-0.87746433,1163,0.00001163,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,202650000,131378,130225,0.00131378,0.00130225,-1153,-0.87762030,1153,0.00001153,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,202860000,130225,129082,0.00130225,0.00129082,-1143,-0.87771165,1143,0.00001143,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,203070000,129082,127949,0.00129082,0.00127949,-1133,-0.87773663,1133,0.00001133,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,203280000,127949,126826,0.00127949,0.00126826,-1123,-0.87769346,1123,0.00001123,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,203490000,126826,125713,0.00126826,0.00125713,-1113,-0.87758031,1113,0.00001113,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,203700000,125713,124610,0.00125713,0.00124610,-1103,-0.87739534,1103,0.00001103,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,203910000,124610,123516,0.00124610,0.00123516,-1094,-0.87793917,1094,0.00001094,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,204120000,123516,122432,0.00123516,0.00122432,-1084,-0.87761909,1084,0.00001084,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,204330000,122432,121358,0.00122432,0.00121358,-1074,-0.87722164,1074,0.00001074,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,204540000,121358,120293,0.00121358,0.00120293,-1065,-0.87756885,1065,0.00001065,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,204750000,120293,119237,0.00120293,0.00119237,-1056,-0.87785657,1056,0.00001056,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,204960000,119237,118191,0.00119237,0.00118191,-1046,-0.87724448,1046,0.00001046,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,205170000,118191,117154,0.00118191,0.00117154,-1037,-0.87739337,1037,0.00001037,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,205380000,117154,116126,0.00117154,0.00116126,-1028,-0.87747751,1028,0.00001028,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,205590000,116126,115107,0.00116126,0.00115107,-1019,-0.87749513,1019,0.00001019,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,205800000,115107,114097,0.00115107,0.00114097,-1010,-0.87744446,1010,0.00001010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,206010000,114097,113096,0.00114097,0.00113096,-1001,-0.87732368,1001,0.00001001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,206220000,113096,112103,0.00113096,0.00112103,-993,-0.87801514,993,0.00000993,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,206430000,112103,111119,0.00112103,0.00111119,-984,-0.87776420,984,0.00000984,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,206640000,111119,110144,0.00111119,0.00110144,-975,-0.87743770,975,0.00000975,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,206850000,110144,109177,0.00110144,0.00109177,-967,-0.87794160,967,0.00000967,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,207060000,109177,108219,0.00109177,0.00108219,-958,-0.87747419,958,0.00000958,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,207270000,108219,107269,0.00108219,0.00107269,-950,-0.87784955,950,0.00000950,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,207480000,107269,106328,0.00107269,0.00106328,-941,-0.87723387,941,0.00000941,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,207690000,106328,105395,0.00106328,0.00105395,-933,-0.87747348,933,0.00000933,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,207900000,105395,104470,0.00105395,0.00104470,-925,-0.87765074,925,0.00000925,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,208110000,104470,103553,0.00104470,0.00103553,-917,-0.87776395,917,0.00000917,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,208320000,103553,102644,0.00103553,0.00102644,-909,-0.87781136,909,0.00000909,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,208530000,102644,101743,0.00102644,0.00101743,-901,-0.87779120,901,0.00000901,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,208740000,101743,100850,0.00101743,0.00100850,-893,-0.87770166,893,0.00000893,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,208950000,100850,99965,0.00100850,0.00099965,-885,-0.87754090,885,0.00000885,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,209160000,99965,99088,0.00099965,0.00099088,-877,-0.87730706,877,0.00000877,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,209370000,99088,98218,0.00099088,0.00098218,-870,-0.87800743,870,0.00000870,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,209580000,98218,97356,0.00098218,0.00097356,-862,-0.87763954,862,0.00000862,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,209790000,97356,96502,0.00097356,0.00096502,-854,-0.87719298,854,0.00000854,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,210000000,96502,95655,0.00096502,0.00095655,-847,-0.87770202,847,0.00000847,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,210210000,95655,94815,0.00095655,0.00094815,-840,-0.87815587,840,0.00000840,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,210420000,94815,93983,0.00094815,0.00093983,-832,-0.87749829,832,0.00000832,scheduled subsidy boundary
